1530149786.574775934219360, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149786.674887895584106, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149786.774998903274536, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149786.875109910964966, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149786.975250959396362, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149787.075407028198242, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149787.175514936447144, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149787.275690078735352, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149787.375834941864014, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149787.475965976715088, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149787.576152086257935, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149787.676306009292603, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149787.776416063308716, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149787.876519918441772, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149787.976660966873169, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149788.076807975769043, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149788.176939964294434, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149788.277057886123657, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149788.377224922180176, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149788.477361917495728, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149788.577496051788330, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149788.677644968032837, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149788.777751922607422, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149788.877868890762329, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149788.977968931198120, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149789.078067064285278, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149789.178188085556030, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149789.278323888778687, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149789.378434896469116, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149789.478569984436035, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149789.578696012496948, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149789.678781986236572, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149789.778899908065796, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149789.879015922546387, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149789.979149103164673, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149790.079262971878052, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149790.179394960403442, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149790.279505968093872, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149790.379688024520874, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149790.479834079742432, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149790.579965114593506, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149790.680109977722168, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149790.780287981033325, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149790.880461931228638, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149790.980623006820679, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149791.080779075622559, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149791.180910110473633, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149791.281058073043823, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149791.381201028823853, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149791.481333971023560, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149791.581448078155518, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
1530149791.681561946868896, 0, 0, 0.000000000000000, 0.000000000000000,0,1.000000000000000
